time,px,py,pz,vx,vy,vz,qw,qx,qy,qz,drag_x,drag_y,drag_z,density,pressure,temperature,latitude,longitude,altitude
21212.0,-6538196.733710015,1934002.59858166,2190463.284959924,-3020.847807257634,-4369.619918826041,-5323.710478151769,0.9999898845347404,-2.913503569021697e-06,-0.003357450301828322,0.002993049812317605,3.685056242833914e-06,4.9501457753985e-06,7.124214788629995e-06,1.149390357227775e-14,1.521459107876258e-08,987.7568759981851,17.81040744605412,74.8964403515582,790460.185100127
21236.0,-6610069.069759986,1826328.360411178,2059330.981820191,-2845.873280522729,-4419.661857449116,-5380.413237473742,0.999989845441963,-2.91458241799173e-06,-0.003364091940872811,0.002998648008307521,3.481335152800369e-06,5.0209014133759e-06,7.220350155441597e-06,1.153002491071576e-14,1.523381847339267e-08,985.7662924405721,16.71466031976177,75.82921165805182,789260.6432813844
21261.0,-6678961.203970887,1715228.624875879,1924134.214340587,-2665.313324501557,-4467.779727889394,-5434.675827667763,0.9999898054735963,-2.915683284060989e-06,-0.00337086912330961,0.003004360452961957,3.261526420362885e-06,5.085966695355393e-06,7.308013924475134e-06,1.15624148252814e-14,1.525018908775685e-08,983.7406375840276,15.590928356776812,76.7670438705751,788107.7987789726
21280.0,-6729551.437345201,1627758.565964801,1817766.80558745,-2523.14675436249,-4503.225027738888,-5474.454056647767,0.9999897742437319,-2.916541959435997e-06,-0.003376155325426497,0.003008816159628585,3.089801877116511e-06,5.129296318001352e-06,7.365815627320067e-06,1.158333234081841e-14,1.526005366680427e-08,982.2340079340099,14.71076246589884,77.49292345263325,787263.5224223379
21302.0,-6782101.772985486,1530537.904247303,1699617.513078029,-2365.126040875065,-4540.161025505417,-5515.696552045901,0.999989739755402,-2.91748870391865e-06,-0.003381983701932417,0.003013728861684059,2.886494824264732e-06,5.17265264166286e-06,7.422936695520952e-06,1.160343940874981e-14,1.52686160614398e-08,980.5251156380784,13.736882120394537,78.28157759506652,786384.3285261793
21324.0,-6832345.809073136,1430260.460152627,1577834.54919693,-2202.133793015565,-4575.609170883808,-5555.038115775519,0.9999897044048698,-2.918457465539369e-06,-0.003387947621874584,0.00301875581244327,2.679004322081478e-06,5.208504080861386e-06,7.469274810936196e-06,1.16190164324088e-14,1.527403404818723e-08,978.854576832709,12.736892396110735,79.08337236040181,785546.380990955
21348.0,-6883047.505590696,1320008.530705569,1444031.226558401,-2022.930144111144,-4611.542671917625,-5594.622813212899,0.9999896657712662,-2.91951429619583e-06,-0.003394453716121855,0.003024239758516573,2.448662109792712e-06,5.238852698761733e-06,7.507257310371061e-06,1.163071281098433e-14,1.527627290312378e-08,977.0760014640634,11.642333416093285,79.95028290856047,784696.4488880839
21371.0,-6928512.689868356,1211251.353289224,1312135.603235478,-1846.162492859669,-4643.940057106623,-5629.990718468575,0.9999896278723724,-2.920549109342121e-06,-0.003400824266500832,0.003029609455501176,2.215026658843985e-06,5.259879874908732e-06,7.531891579163376e-06,1.163675723686113e-14,1.527459735616573e-08,975.3431878210148,10.567213384760038,80.794067173338,783936.6018008823
21392.0,-6965614.608534284,1113445.447125702,1193599.25993317,-1687.204170552043,-4670.536550655972,-5658.733122305363,0.9999895939465423,-2.921473835811954e-06,-0.003406517098554654,0.003034407907947785,2.018477096028527e-06,5.270179388754092e-06,7.542093072413197e-06,1.163739554679689e-14,1.52701558279146e-08,973.9340997419902,9.603923669544892,81.54080403320651,783315.2594545474
21413.0,-6998605.575735969,1017451.926062966,1077330.220448958,-1531.204183601512,-4694.342774537376,-5684.169972937587,0.999989560775,-2.922376544828675e-06,-0.003412074386806001,0.003039092111364369,1.810918734528894e-06,5.273859302605757e-06,7.542619423237234e-06,1.16336970975963e-14,1.526246749089191e-08,972.4886448033476,8.661484116195261,82.26322958426258,782763.2635183297
21435.0,-7029759.538391259,916275.568445916,954858.5932384313,-1366.799163970512,-4717.004874800864,-5708.047944362871,0.9999895259285797,-2.923323288265717e-06,-0.003417902762095465,0.003044004812336105,1.592861074590175e-06,5.269834271182629e-06,7.531937364411724e-06,1.162496534584314e-14,1.525104818816538e-08,971.0116704008512,7.671091963946239,83.01677714296007,782239.4771889914
21456.0,-7057971.639927549,812268.8189274011,829040.0054255015,-1197.818113707585,-4737.739172727735,-5729.5020124042,0.9999894902116298,-2.924292048816158e-06,-0.003423866680790724,0.003049031761984552,1.384794407176844e-06,5.258459259000877e-06,7.511018024240349e-06,1.161195003084175e-14,1.523690207435207e-08,969.6372573323822,6.655816656538934,83.79021943940116,781765.3138362654
21480.0,-7083482.940007723,703076.9891552589,697034.3951800233,-1020.443014788304,-4756.746660509793,-5748.694000349424,0.9999894528061319,-2.92530484374685e-06,-0.003430101686476676,0.003054287209145948,1.147935718911227e-06,5.236474557457597e-06,7.4743404570399e-06,1.159143762636052e-14,1.521681875584473e-08,968.1085605640162,5.592665183151274,84.58659135803214,781335.6158757024
21502.0,-7104486.022259301,595865.9948158788,567507.8333727602,-846.3207680769075,-4772.689284830689,-5764.255082349825,0.999989416149454,-2.92629562120821e-06,-0.003436201148340057,0.003059428407259485,9.324698633145692e-07,5.207962751733453e-06,7.428857058289472e-06,1.156732908803677e-14,1.51947150351549e-08,966.7463072022146,4.551189280737657,85.36876907071651,780981.7578902664
21527.0,-7123219.60792832,476359.1727947821,423223.8886526614,-652.275980127541,-4787.313576790653,-5777.803227056146,0.9999893753451771,-2.927396484835759e-06,-0.003442978327931777,0.003065140849379503,6.904952317360172e-07,5.16597727952726e-06,7.363591312028852e-06,1.153376370844983e-14,1.516528808798198e-08,965.2430954964858,3.3926537242090835,86.23268702744346,780663.7298048688
21550.0,-7136399.52321328,363725.0285707962,287331.2959854462,-469.4420890034972,-4798.085001573236,-5786.937578505962,0.9999893369175228,-2.928431296435953e-06,-0.003449348876501368,0.003070510544752758,4.714445801662287e-07,5.118498313218396e-06,7.291026992613441e-06,1.149709594177276e-14,1.513415691161031e-08,963.9016428025441,2.3026564785313526,87.04479797836088,780437.1510193842
21574.0,-7145135.939634716,253274.7038726377,154161.4144885516,-290.2075859897824,-4805.829075281397,-5792.493613337228,0.9999892992402599,-2.929444090571213e-06,-0.003455583881252511,0.00307576599108189,2.474023773300896e-07,5.060116445958693e-06,7.202829918166342e-06,1.145294787139906e-14,1.509752433291641e-08,962.54353915193,1.235230074838988,87.83210477772307,780285.2979865484
21598.0,-7149906.101932196,135461.8053109949,12210.224252578,-99.09127296152866,-4811.027604292116,-5794.725398219864,0.999989259032642,-2.930522936283631e-06,-0.003462225516495533,0.003081364183685769,2.885546426745675e-08,4.992959395475986e-06,7.102267724352493e-06,1.140283394341426e-14,1.505666281533989e-08,961.2271396590106,0.09782899261122172,88.67655962229848,780199.6375937974
21623.0,-7149944.800642696,15153.58342566269,-132645.5862219984,95.99562492070116,-4813.083059285724,-5793.079020769434,0.9999892178795297,-2.931629207500027e-06,-0.003469011055317255,0.003087082504606311,-1.970073286543612e-07,4.969697685229759e-06,7.064023314454024e-06,1.134435609608082e-14,1.500961782748222e-08,959.8991574812117,-1.0628254727488886,89.5360688046158,780191.1689502709
21647.0,-7145533.668012629,-97947.06744238769,-268729.1334023868,279.3170380864987,-4812.02126973439,-5787.918616395566,0.9999891787917079,-2.93270708884563e-06,-0.003475448225823447,0.003092499072693557,-4.185885576997507e-07,4.946246714345e-06,7.025752247934912e-06,1.128227420314747e-14,1.496017480643066e-08,958.6646365957187,-2.15356176199932,90.3425574650349,780255.8600473655
21670.0,-7136818.289937778,-210988.731188714,-404650.406633327,462.4608391733788,-4808.060957420535,-5779.263057011864,0.9999891389521324,-2.933862613758013e-06,-0.003482005643979453,0.00309800030030911,-6.344442533915897e-07,4.915560141792875e-06,6.977446018504642e-06,1.121740266138669e-14,1.49088815586106e-08,957.5173874624354,-3.243724321770745,91.1544975066565,780393.8151850887
21693.0,-7123800.317778467,-323903.2081228033,-540327.1147334618,645.3101316983473,-4801.202415244705,-5767.115188656674,0.9999890980099458,-2.935135109546498e-06,-0.003488744437313206,0.00310362930953501,-8.528065785551283e-07,4.87698460965415e-06,6.917987143035788e-06,1.114736077595168e-14,1.485378491384304e-08,956.4038277454938,-4.333014703584924,91.96835352353922,780601.054779903
21717.0,-7106076.115152253,-439018.2281970334,-678553.1370770995,831.625028916014,-4791.213761052779,-5751.115565174313,0.9999890547001697,-2.936595125058285e-06,-0.003495875713129424,0.003109553703602512,-1.0823392754673e-06,4.828513981186968e-06,6.844345471622857e-06,1.106886400277344e-14,1.479225986047177e-08,955.2760300943733,-5.444268979778825,92.800041263663,780887.1019377662
21741.0,-7084393.495625597,-551468.1396057081,-813485.7292254922,1013.524046561798,-4778.517039710397,-5731.940428421602,0.9999890104808692,-2.93821975295469e-06,-0.003503161616352956,0.003115568575487574,-1.312547556999215e-06,4.771880820256373e-06,6.759205264743731e-06,1.098494556083182e-14,1.472662704003723e-08,954.1809241167423,-6.530876400730139,93.61556926685176,781237.9253990138
21766.0,-7056645.666030006,-670729.7264868127,-956490.2142026622,1206.32336368398,-4761.855260042189,-5707.74840515026,0.9999889610972973,-2.940200259918553e-06,-0.003511305160894363,0.003122244540466518,-1.55192963426401e-06,4.704480485061061e-06,6.658697119995418e-06,1.089184693567232e-14,1.465386286011002e-08,953.0716483338566,-7.684871022577243,94.48965249873626,781691.7976212697
21788.0,-7028932.510873592,-772931.873544684,-1078954.64858563,1371.44087114028,-4744.931624457569,-5683.8260470734,0.9999889164018579,-2.942142780860224e-06,-0.003518681630386134,0.003128249409104591,-1.761300084045652e-06,4.638313994136724e-06,6.560632630206945e-06,1.08051717594885e-14,1.458606964358415e-08,952.118693377553,-8.675402406256643,95.24339830634545,782143.2990861842
21810.0,-6996139.289170993,-879469.8514648799,-1206530.610436751,1543.455554909942,-4724.666212730413,-5655.72392720973,0.9999888671487451,-2.94444134219905e-06,-0.00352681595493966,0.003134826808556738,-1.968691935926274e-06,4.566132195401886e-06,6.454147512776499e-06,1.071446706395622e-14,1.451507843852849e-08,951.1899768334284,-9.709843130583428,96.04114887178687,782680.7509867633
21835.0,-6955174.592387425,-997273.578695509,-1347495.650180181,1733.523807934365,-4699.098412490624,-5620.839373715165,0.999988809124647,-2.947347377034124e-06,-0.00353640451202225,0.003142524448724767,-2.201084646990568e-06,4.477333790473669e-06,6.323684062176756e-06,1.060705754867436e-14,1.443096584679399e-08,950.1678860372223,-10.856291210111312,96.93153613554621,783352.0131882131
21860.0,-6910432.773740538,-1112062.710130164,-1484749.233893766,1918.582413478163,-4670.945657822046,-5582.940652095053,0.9999887485594697,-2.950588307221717e-06,-0.003546416682319256,0.003150503844631987,-2.429065140182389e-06,4.381901137569202e-06,6.183985067575871e-06,1.04955779625449e-14,1.43436078193987e-08,949.1843505659356,-11.97645115469417,97.80925341670996,784085.2461167453
21885.0,-6859068.79613199,-1230764.181166059,-1626570.527368016,2109.78758873178,-4638.413966690852,-5539.626260217868,0.99998868128209,-2.954408812938863e-06,-0.003557539074754301,0.003159306048792912,-2.651734844396261e-06,4.280428208562341e-06,6.035906735724225e-06,1.03805552579308e-14,1.425339811819322e-08,948.2421268761696,-13.13839027963506,98.73551827565429,784930.1911222674
21911.0,-6802847.012181352,-1348594.002341019,-1767236.877434782,2299.416911946065,-4602.611925965902,-5492.397838233202,0.999988609330806,-2.95871875232532e-06,-0.003569430500805654,0.003168653623667751,-2.876786209606927e-06,4.169126401898959e-06,5.873933644895614e-06,1.025770855819942e-14,1.41569482576956e-08,947.3086174120984,-14.295877453830467,99.66713413305357,785854.0180207919
21935.0,-6744294.926765285,-1460905.120436182,-1901207.07412204,2479.995757095143,-4565.162093473069,-5443.372166143496,0.9999885354888988,-2.963349064196441e-06,-0.003581626003257829,0.003178181423196859,-3.077892799050034e-06,4.061731057012407e-06,5.718019198978465e-06,1.014184923499898e-14,1.406586527389212e-08,946.4909626458287,-15.403362188895425,100.57615338149553,786817.1371445581
21959.0,-6682670.570945285,-1570000.410005226,-2031237.844224062,2655.236993595837,-4525.606394481022,-5391.91780803951,0.9999884584032716,-2.968373878651515e-06,-0.003594343893501753,0.003188062642490503,-3.272006897610818e-06,3.950397739844515e-06,5.556721005488837e-06,1.002403522752495e-14,1.397310532126674e-08,945.7173427198605,-16.483464273035093,101.47474860404408,787834.7115297178
21983.0,-6616859.394605535,-1678112.11698104,-2159992.77840132,2828.726440731868,-4483.236144003557,-5337.103536690284,0.9999883763564674,-2.973904553277771e-06,-0.003607861240477554,0.003198512213755187,-3.45858343300852e-06,3.835634992522613e-06,5.390766602250268e-06,9.904644230779542e-15,1.387893651974763e-08,944.9892970727751,-17.558435503079632,102.38422750557608,788920.2040165206
22006.0,-6549903.406523783,-1780734.432512529,-2282112.048450342,2993.239982152648,-4440.019911184733,-5281.458449414283,0.9999882928526158,-2.979696928530893e-06,-0.003621594741592279,0.003209080921448997,-3.629864363360901e-06,3.722896819174709e-06,5.228015974813592e-06,9.789078924481716e-15,1.378760228897657e-08,944.3356414479254,-18.583423465346048,103.26678925462159,790025.4262647182
22026.0,-6487051.217160082,-1871341.341830909,-2389851.293065744,3138.349393812436,-4399.369980849241,-5229.32197917277,0.9999882142368675,-2.98527815574478e-06,-0.003634499512664894,0.003218973709332828,-3.772523101742724e-06,3.623007587207999e-06,5.084022672093939e-06,9.687908024374382e-15,1.37074786956088e-08,943.8031689545387,-19.492410206158358,104.0651779798083,791062.6299042953
22048.0,-6416309.711319694,-1967627.496140116,-2504256.954254382,3292.400714490671,-4353.537889680246,-5170.741691269607,0.999988125320456,-2.991717342897131e-06,-0.003649063455153664,0.003230099848328175,-3.922428318548967e-06,3.51147701732235e-06,4.923461795851982e-06,9.576120580167131e-15,1.361874770193541e-08,943.256866961139,-20.46277516781758,104.9305175115304,792231.8940596553
22070.0,-6343919.505089817,-2060727.160248347,-2614788.769234305,3441.195870268802,-4306.563939597792,-5110.894873754054,0.9999880337259431,-2.998469548953877e-06,-0.003664028457829025,0.003241495240117632,-4.064738805920021e-06,3.3985565739252e-06,4.761114670582481e-06,9.464033012192258e-15,1.352954689112095e-08,942.7526146819337,-21.40562831343473,105.78551314958648,793428.1993581383
22093.0,-6262962.185452746,-2159178.35827071,-2731577.126258368,3598.366506211058,-4253.95662311546,-5044.071881674663,0.9999879304461826,-3.006204140831781e-06,-0.003680854285593523,0.003254268681570397,-4.205168796720346e-06,3.279385524249908e-06,4.590001140870157e-06,9.34676289133041e-15,1.343594845573583e-08,942.2711443951769,-22.40790862212059,106.71562039622815,794770.0295176627
22117.0,-6172774.543749034,-2262686.656142449,-2854252.623935312,3763.402743440731,-4195.273893348136,-4969.750182246949,0.9999878142281323,-3.015034171372318e-06,-0.003699723985484351,0.00326855145027352,-4.342394323069167e-06,3.154210912431582e-06,4.410497944204833e-06,9.224540808417214e-15,1.333807068729465e-08,941.8192612762989,-23.467866606108082,107.72440287474744,796262.6931823017
22139.0,-6090322.730147761,-2352311.034984486,-2960376.876685993,3906.120871632841,-4141.564749649178,-4901.904540770205,0.9999877068345033,-3.023290786525435e-06,-0.003717098647623847,0.00328166853521593,-4.459681689244924e-06,3.039069038127838e-06,4.245581355572471e-06,9.112835403826361e-15,1.324829512247896e-08,941.4508875467615,-24.39109077620177,108.620045509932,797628.1403544275
22164.0,-5988586.921874487,-2457081.497345069,-3084317.203950945,4072.732398369601,-4075.228118712581,-4818.313208363733,0.9999875727514718,-3.033703878508736e-06,-0.003738705130152193,0.003297941383131866,-4.582956617881265e-06,2.908147894735708e-06,4.05828793348369e-06,8.98649961690978e-15,1.314635834809184e-08,941.0860080311033,-25.47712999493083,109.70521332008207,799316.270571989
22189.0,-5886873.648326638,-2556116.983025934,-3201350.274991223,4229.987618770691,-4008.845371384413,-4734.865309969437,0.9999874369154015,-3.044346259267195e-06,-0.003760494809885703,0.003314314541909256,-4.695488558686319e-06,2.777535262564878e-06,3.871666226579641e-06,8.861015419125144e-15,1.304464536165009e-08,940.7786530001729,-26.510866335647535,110.76349533449624,801005.2262573382
22214.0,-5781340.993861356,-2653494.111590583,-3316300.995271109,4384.371962912101,-3939.916721430975,-4648.406602316121,0.9999872940649797,-3.055615042207779e-06,-0.003783300510224331,0.003331416592440607,-4.797220361508031e-06,2.647614329475113e-06,3.686256264572634e-06,8.73657835850285e-15,1.294328141139706e-08,940.5290317566255,-27.53448020475068,111.84222475546899,802756.8246201277
22238.0,-5669794.219269348,-2751086.065202442,-3431376.743368924,4538.846059986221,-3867.011377446458,-4557.147783453683,0.9999871409427507,-3.067758203139385e-06,-0.003807620910155185,0.003349621282605154,-4.884708205273504e-06,2.523873269502371e-06,3.509870196231365e-06,8.61826302381161e-15,1.28463997362933e-08,940.3437340435235,-28.56790482606456,112.97148064892829,804610.5929700714
22260.0,-5570804.803967609,-2833534.64593732,-3528490.339070061,4669.142881122294,-3802.278784643173,-4476.265535623347,0.9999870032244111,-3.078719630249514e-06,-0.003829383790166458,0.003365886595034567,-4.956166658695755e-06,2.411545705739987e-06,3.349925533974398e-06,8.51090588214928e-15,1.275802837348662e-08,940.2205140328572,-29.447178298280107,113.95578135571458,806257.751157226
22283.0,-5461837.092251734,-2920171.236806201,-3630426.473708566,4805.840980062258,-3730.990086313356,-4387.336679342036,0.999986849638195,-3.090972929340597e-06,-0.00385353038500483,0.003383909676071599,-5.021977953235828e-06,2.29547562518233e-06,3.184824384092422e-06,8.399889202358608e-15,1.266614264973644e-08,940.1391195250028,-30.377555770783058,115.03116048050032,808071.0301243812
22308.0,-5342341.279019429,-3010626.784274996,-3736728.146306121,4948.312682826805,-3652.783305477833,-4289.938070452994,0.9999866788391891,-3.104618790248406e-06,-0.003880230389979786,0.003403813545177393,-5.083274729321935e-06,2.171150944801892e-06,3.008178084401478e-06,8.28072898295553e-15,1.25669006119591e-08,940.1051372365002,-31.356326248780892,116.1985499433579,810059.8949671304
22332.0,-5219396.914144632,-3099138.986595281,-3840611.542307564,5087.458030369778,-3572.29317727581,-4189.856032619512,0.9999865005475865,-3.118868427566161e-06,-0.003907931136830106,0.003424439675930207,-5.132187913323876e-06,2.053840960976679e-06,2.84168806228691e-06,8.167892983597927e-15,1.247228663874143e-08,940.1252229250838,-32.321707399085774,117.39595987678425,812109.606884989
22357.0,-5087857.836756611,-3189138.812132628,-3946094.769255813,5228.653580430475,-3486.153443720637,-4082.914627234828,0.9999863069493652,-3.134330793391619e-06,-0.003937814536791991,0.003446668046059352,-5.172925142883678e-06,1.934005674393852e-06,2.671808735729219e-06,8.052042556597865e-15,1.237444085527632e-08,940.2000886238175,-33.311448490715364,118.67084265086878,814302.1967099244
22381.0,-4963489.272660621,-3270110.542697275,-4040861.711424945,5355.419386552826,-3404.69339668102,-3981.928063835791,0.9999861212419159,-3.149138871006526e-06,-0.003966290722684803,0.003467830955296183,-5.202372009141305e-06,1.821435879357793e-06,2.512413944283942e-06,7.942489271945855e-15,1.228119993601135e-08,940.322610703571,-34.20921126035525,119.86873150504623,816378.6662549702
22405.0,-4836178.961299825,-3349144.206662635,-4133227.614288453,5478.890019238516,-3321.295298219119,-3878.674530366811,0.9999859285012098,-3.16447117635187e-06,-0.003995651886789298,0.003489635447901135,-5.222513817628612e-06,1.711469631398783e-06,2.356885386615582e-06,7.83459177496137e-15,1.218863122256954e-08,940.4934097360194,-35.09245314751699,121.09357136104998,818503.7641173517
22428.0,-4703206.990686903,-3427813.786878623,-4225027.69701035,5601.516991757648,-3234.180784905179,-3770.956367250819,0.9999857243831118,-3.180657051922544e-06,-0.004026534270962173,0.003512554858125351,-5.233243105545854e-06,1.608679078996014e-06,2.211673392428945e-06,7.732754272201869e-15,1.210053401475289e-08,940.7009515513902,-35.978704755074354,122.37964428452277,820725.9677539095
22453.0,-4564473.270851716,-3505941.297963901,-4316045.11949996,5723.006262256324,-3143.287712691723,-3658.705165685926,0.999985508415201,-3.197714583665553e-06,-0.004058975712925507,0.003536617809266921,-5.235579773133926e-06,1.499982806638034e-06,2.058303942177745e-06,7.623794994433714e-15,1.200542670769689e-08,940.973343856045,-36.86609486601846,123.71732421866093,823045.1832503807
22477.0,-4422810.694220763,-3581819.22779825,-4404286.035682052,5840.695278359399,-3050.4758907008,-3544.22180149448,0.999985284777529,-3.215294612457178e-06,-0.004092320129395331,0.003561338796661638,-5.228882848142456e-06,1.398741446834682e-06,1.915634998145688e-06,7.520876737886404e-15,1.19147174633384e-08,941.2785907282594,-37.73504997625471,125.0917553299848,825417.0878043696
22501.0,-4284263.087220332,-3652441.696788158,-4486264.40162987,5949.942230580429,-2959.70861627413,-3432.386939975208,0.999985063070396,-3.232631307110861e-06,-0.004125130885889612,0.003585654866326624,-5.213635710553119e-06,1.300663836693043e-06,1.777602717603379e-06,7.419577806311362e-15,1.182453386470863e-08,941.6243080154081,-38.550313375590484,126.43757589818877,827736.6134820394
22524.0,-4149245.094438365,-3718043.370051894,-4562272.212109134,6051.149767126418,-2871.260246482647,-3323.522960143107,0.999984844220692,-3.249648773372351e-06,-0.004157283032200212,0.003609475882801215,-5.191197878717002e-06,1.209739061005216e-06,1.649805242243099e-06,7.32398172688699e-15,1.173853867528681e-08,941.9911436674513,-39.31332874692359,127.75584536362483,830000.5619143546
22546.0,-4008912.157981123,-3783028.135112629,-4637416.765897277,6151.12337512384,-2779.33972598002,-3210.498420323941,0.9999846138865217,-3.267450943792566e-06,-0.004190874092198417,0.003634357424827258,-5.162750040771625e-06,1.125652654761831e-06,1.531774248141494e-06,7.233857014527032e-15,1.165661154770934e-08,942.372129997862,-40.0746953938494,129.1406309357259,832354.2757584648
22569.0,-3866320.793887522,-3845881.752196894,-4709942.173438938,6247.526531199284,-2685.952477971753,-3095.782712032706,0.9999843769021912,-3.285646248178902e-06,-0.004225174208706372,0.003659760053225129,-5.12589872892819e-06,1.040830294634666e-06,1.41287345000233e-06,7.14095836901627e-15,1.157122735572864e-08,942.7991276367213,-40.81636957722351,130.55319688584257,834747.5816369532
22594.0,-3712039.260272791,-3910453.723274657,-4784274.417978019,6346.236497956504,-2584.925961012552,-2971.804502022236,0.9999841172080018,-3.305439601894414e-06,-0.004262463635553703,0.003687373667415169,-5.077835174341067e-06,9.522829620027258e-07,1.288942094196747e-06,7.041443157746655e-15,1.147862392637953e-08,943.2928724534623,-41.583723818467156,132.09167088553613,837339.9960183706
22616.0,-3568263.239848994,-3967557.448770624,-4849843.780096847,6433.222984892928,-2490.796759303203,-2856.399269225214,0.9999838721819965,-3.323971657657452e-06,-0.004297367356652763,0.003713219445988103,-5.028847618953135e-06,8.775612315897011e-07,1.184527949785941e-06,6.955059485301849e-15,1.139721037465602e-08,943.7494385663924,-42.26686527565171,133.54172058892118,839755.8098646617
22640.0,-3419311.570185213,-4023726.974553503,-4914170.293779435,6518.474452146426,-2393.299520321954,-2736.970609441858,0.9999836153238275,-3.343246083727743e-06,-0.004333671319923352,0.003740102351671507,-4.968492960439762e-06,7.99512741449418e-07,1.075645845476433e-06,6.862009638572123e-15,1.130835949873072e-08,944.2669900498229,-42.942875131232604,135.05094321410607,842261.4021686614
22664.0,-3258538.738429178,-4081077.315057444,-4979652.588650904,6605.16145863311,-2288.090028330872,-2608.211024840079,0.9999833347034933,-3.364122262009591e-06,-0.004373007229207719,0.003769232247723399,-4.901167036439774e-06,7.251232241984344e-07,9.720599780069921e-07,6.770104960744211e-15,1.121933751263951e-08,944.8002866869241,-43.63706499022765,136.7024882495249,844968.865299914
22689.0,-3095693.824467055,-4135832.53852989,-5041960.325416011,6687.546141283289,-2181.553405769986,-2477.945541379868,0.999983046958122,-3.38532938163633e-06,-0.004412995746126446,0.003798848961804992,-4.823898488355154e-06,6.515623768814756e-07,8.698359731699634e-07,6.675477567246841e-15,1.112626413809306e-08,945.3670333839532,-44.3033483060316,138.38861430271868,847711.4476667633
22714.0,-2927500.83676784,-4188998.975753353,-5102232.142894596,6767.135510647619,-2071.550306725634,-2343.56178088327,0.999982746127736,-3.407283303196271e-06,-0.004454436751868976,0.003829546767710316,-4.739638925611247e-06,5.820390694742738e-07,7.734398494517512e-07,6.581857273026052e-15,1.103266333719137e-08,945.9390614370444,-44.953196793503515,140.15127381691104,850547.3693749197
22738.0,-2764215.792982828,-4237437.258526752,-5156916.379110701,6839.247388233883,-1964.790213754471,-2213.25271737394,0.9999824506089121,-3.428631656856547e-06,-0.004494790417257857,0.003859445756112846,-4.652454308872491e-06,5.191139615729669e-07,6.864021154052841e-07,6.49280850255596e-15,1.09421313031619e-08,946.4869123112653,-45.54730874834826,141.88125337413854,853302.7353002466
22762.0,-2599250.892075506,-4283300.395181798,-5208458.760004635,6907.11811893912,-1856.966277933809,-2081.754499489832,0.9999821486466456,-3.450221491264549e-06,-0.004535668498797114,0.003889741302823405,-4.559382321580542e-06,4.599381873120888e-07,6.047619866203086e-07,6.404448200504642e-15,1.085075456496017e-08,947.0269998104006,-46.111114473401216,143.64788859119122,856088.6344356453
22786.0,-2429222.946888771,-4327437.755172314,-5257806.330437863,6971.996479620253,-1745.870604729851,-1946.377763755992,0.999981833903625,-3.472483685793531e-06,-0.004577903461452285,0.003921052229011736,-4.460706627375175e-06,4.045137619635278e-07,5.285155226095771e-07,6.316653180094162e-15,1.075834343360793e-08,947.5524940084915,-46.65421477067897,145.49056631234055,858963.2819935009
22812.0,-2250626.145983878,-4370471.696133858,-5305629.732417576,7034.759540452432,-1629.218390530572,-1804.348653461737,0.9999814995301424,-3.495864266796751e-06,-0.004622365387065496,0.003954026233523695,-4.347834160740562e-06,3.486980194955977e-07,4.519852748012908e-07,6.222049439375978e-15,1.065685705931471e-08,948.0974707214632,-47.18337553284031,147.44303165905507,861983.3231666442
22834.0,-2091759.250603102,-4405962.939548023,-5344808.659233665,7086.081105898035,-1525.490279581757,-1678.154677463264,0.9999811989102051,-3.516647389754076e-06,-0.004661989565531022,0.003983424033779734,-4.247851074260999e-06,3.048977985570512e-07,3.921445449920094e-07,6.142441679380811e-15,1.056989466261739e-08,948.5374102052119,-47.61865406437924,149.20152261732756,864671.7581005199
22855.0,-1942479.474046138,-4436977.329624993,-5378808.623191278,7130.534657778379,-1428.054459695935,-1559.699177674136,0.9999809137459034,-3.536154816527813e-06,-0.004699277776237775,0.004011099573151946,-4.148950008563489e-06,2.660104191801011e-07,3.392068349451899e-07,6.066930616670407e-15,1.04860930785555e-08,948.9411117652569,-47.99734819365739,150.86662680954117,867202.5763039785
22876.0,-1792300.755336838,-4465938.505341224,-5410313.276591641,7171.642036945273,-1330.06432805016,-1440.649832100332,0.9999806242792941,-3.555750716454599e-06,-0.004736837470455818,0.004038988007971114,-4.046997774834788e-06,2.299592239580477e-07,2.903238381678886e-07,5.991979928747716e-15,1.040165509804732e-08,949.3310522338942,-48.34872164525732,152.55546081904134,869748.4752568351
22897.0,-1644898.268248274,-4492219.522920902,-5438650.201717893,7208.532551514825,-1233.917680889847,-1323.916863797015,0.9999803376801704,-3.574948832511537e-06,-0.004773742244841749,0.00406640200323902,-3.942318143477266e-06,1.967188501507305e-07,2.454540611790281e-07,5.917681823487718e-15,1.031672350541711e-08,949.7096186062824,-48.66474859197403,154.2236193832733,872248.0677969288
22917.0,-1496772.40962908,-4516524.951529775,-5464589.309738739,7242.215281963869,-1137.331475481468,-1206.725549264605,0.9999800472317186,-3.594198786886548e-06,-0.004810861545630188,0.004093987874947302,-3.840380570351879e-06,1.676448214651975e-07,2.064049440845795e-07,5.847612800054879e-15,1.023551449296975e-08,950.0620494810563,-48.95354031183129,155.9159220309913,874761.6306451038
22939.0,-1340715.990911799,-4539885.392276619,-5489209.439717532,7274.087959558437,-1035.609382778728,-1083.383150893525,0.9999797386210955,-3.614426146649779e-06,-0.004849998378984947,0.004123087428781736,-3.726052190466366e-06,1.385334011443881e-07,1.675384477690351e-07,5.771411774825202e-15,1.014598585701096e-08,950.4437287212165,-49.22657537216541,157.70626537455402,877413.5516937291
