time,px,py,pz,vx,vy,vz,qw,qx,qy,qz,drag_x,drag_y,drag_z,density,pressure,temperature,latitude,longitude,altitude
31404.0,6390380.300264684,2265822.126599095,2920050.240287743,-3705.320485771121,4071.060347321527,4787.233614061827,0.9997152685531131,-1.054366811356509e-05,-0.01884761895953488,0.0146338296479204,7.870087202088649e-07,-1.419379014207331e-06,-3.127650638520294e-06,5.125874926872673e-15,9.969123996403435e-09,1150.809112877185,23.300293725248302,-111.68538271325787,1011249.2302279733
31426.0,6307335.422180235,2354834.208782684,3024658.098986033,-3843.780878242532,4020.671274917824,4722.252064727461,0.9997138933440296,-1.056359672051414e-05,-0.01889357892936667,0.01466847021923737,8.317062654508794e-07,-1.411507902546476e-06,-3.08894395907494e-06,5.172035101968987e-15,1.003311695927348e-08,1151.853499960638,24.192307929637636,-110.82711820099605,1009804.8947594129
31446.0,6231198.004578033,2432788.675963343,3116164.958036466,-3965.028963273209,3974.373365841123,4662.727340667158,0.9997126826507979,-1.05808032577393e-05,-0.01893394162066986,0.01469890777904305,8.72987519595921e-07,-1.403089837551925e-06,-3.051127674606636e-06,5.214886281557528e-15,1.009197877394819e-08,1152.74508893952,24.97824697719696,-110.05701916887445,1008483.2718725745
31461.0,6169000.646653649,2494099.380159992,3188062.477127385,-4060.382574508854,3936.48623743504,4614.133472842977,0.9997117260458644,-1.059417001532268e-05,-0.01896576801883441,0.01472291878732175,9.043273109940456e-07,-1.395982177031807e-06,-3.021132738610592e-06,5.247575439926272e-15,1.013653733661973e-08,1153.377045219604,25.59964984095456,-109.43312950663486,1007403.8283761069
31477.0,6105330.96850739,2554814.80702396,3259197.279964852,-4154.804500056939,3897.644526862635,4564.416324035191,0.9997107746931787,-1.060725951837522e-05,-0.01899736263570794,0.01474676448371557,9.38091652861194e-07,-1.387646887151059e-06,-2.987606108600676e-06,5.28296037350025e-15,1.018444080650472e-08,1154.015939061902,26.217983426210935,-108.80605788503195,1006297.0553539833
31494.0,6033826.708580321,2620705.029046095,3336319.893998552,-4257.267849665869,3853.957656320154,4508.610697282338,0.999709737469761,-1.062129555757853e-05,-0.01903174444686758,0.01477272482106934,9.743202060750462e-07,-1.37793507094796e-06,-2.950264547809974e-06,5.321136321193577e-15,1.023574465269515e-08,1154.654442220787,26.892479029160764,-108.10725281942547,1005055.1810256429
31515.0,5940916.379849589,2702956.717756588,3432479.304306426,-4385.165884154445,3797.094596431318,4436.139652840092,0.9997084352521071,-1.063856462006998e-05,-0.01907481522090919,0.01480526247294231,1.019534463984364e-06,-1.364717617573573e-06,-2.901715626143826e-06,5.369110465154981e-15,1.029966940053958e-08,1155.385001374298,27.739751645846297,-107.20775412521151,1003440.7669275198
31536.0,5849786.669616193,2780227.533746037,3522695.629628259,-4505.311016787487,3741.220601187887,4365.09686053734,0.9997072038368886,-1.065452757965924e-05,-0.01911544727732926,0.01483597514484765,1.065205397661754e-06,-1.35014880468299e-06,-2.850525618910992e-06,5.417974196459977e-15,1.036416470509577e-08,1156.05026497987,28.541314812968785,-106.33941428707494,1001859.2634351104
31553.0,5772359.394952877,2843425.684523464,3596391.249609406,-4603.569908367873,3693.673995887251,4304.762967829705,0.9997061904576181,-1.066739215808185e-05,-0.01914881458551139,0.01486120946938845,1.102470831612143e-06,-1.33736492880275e-06,-2.807181024508526e-06,5.458172268281343e-15,1.041676467433445e-08,1156.540265394764,29.201126195552362,-105.60622652458765,1000514.9479720648
31569.0,5695622.797249587,2903983.776119071,3666928.789411844,-4697.719953239143,3646.487902933079,4244.988646481183,0.9997052137910913,-1.067955562910321e-05,-0.01918091316299658,0.01488549545998469,1.137752442890735e-06,-1.324524716678483e-06,-2.764853889108909e-06,5.496522016072441e-15,1.046656646252235e-08,1156.961226698447,29.83709034652455,-104.8823013179034,999183.6861186447
31585.0,5622129.248799118,2960154.442376013,3732283.457064543,-4785.045394252535,3601.239099208377,4187.758283167165,0.9997043026455911,-1.069069276601108e-05,-0.01921080553671158,0.01490812222355539,1.173206917938871e-06,-1.310902431678504e-06,-2.721065319526145e-06,5.535364403345528e-15,1.051663454256677e-08,1157.3427220543,30.430363457907834,-104.19684414713716,997907.0707126334
31599.0,5549726.328923415,3013839.335282326,3794678.286860047,-4868.503385130249,3556.609574601005,4131.392334255098,0.9997034268185897,-1.070120552451882e-05,-0.0192394913092371,0.01492984483558964,1.204348223061723e-06,-1.298343450567885e-06,-2.681572027469015e-06,5.569748932776908e-15,1.056064596330812e-08,1157.643797558755,31.000524230395822,-103.51831249793408,996650.4508294826
31621.0,5446275.887197678,3087860.457831393,3880595.379811482,-4983.571316612707,3492.755950778617,4050.878664749506,0.9997022106287605,-1.07154880637924e-05,-0.01927924736024691,0.01495996558719622,1.253457144117266e-06,-1.277408125808638e-06,-2.617337231358821e-06,5.624515741684381e-15,1.063015048843948e-08,1158.054434213787,31.791902857584304,-102.56306495237298,994855.2625152618
31638.0,5358235.639701575,3148508.723759629,3950887.726390689,-5077.846953220866,3438.337372460903,3982.376907041386,0.999701206168235,-1.072700566678184e-05,-0.01931201448323773,0.01498480454682994,1.291504268635838e-06,-1.260233206074426e-06,-2.565926177151841e-06,5.667435663785072e-15,1.06841134425554e-08,1158.318800577664,32.44501613242288,-101.74734186475308,993326.8654170437
31654.0,5273727.958499723,3204811.534873391,4016056.619654218,-5165.364718004173,3386.038641685682,3916.637401843896,0.9997002667256043,-1.073754913307043e-05,-0.01934260544141154,0.01500800480405104,1.327353857354879e-06,-1.243280985942055e-06,-2.516165868548943e-06,5.71086453240255e-15,1.073826716140392e-08,1158.536430242665,33.055268476547354,-100.96597257710924,991861.8299264358
31673.0,5177272.681245151,3266901.832448918,4087822.092783056,-5261.87524712196,3326.272354041054,3841.617739624915,0.9996992223341034,-1.074901028814255e-05,-0.019376551504991,0.01503376203158001,1.369928780128028e-06,-1.222168260900914e-06,-2.455397803025052e-06,5.757387237271185e-15,1.079578117819201e-08,1158.715342209014,33.73282530084299,-100.0798805087773,990188.0468488717
31690.0,5087079.170081025,3322975.063368415,4152536.069877767,-5349.03001321415,3270.317522103036,3771.479687217301,0.9996982710090158,-1.075921238339501e-05,-0.01940741576824159,0.0150571922688957,1.407980321137961e-06,-1.202384995446108e-06,-2.399534067572995e-06,5.801818909414322e-15,1.085023263476122e-08,1158.835121151263,34.348973439707045,-99.24985285272784,988625.9121015426
31707.0,4992696.830082254,3379693.754252531,4217896.051926645,-5437.184906606127,3211.695217587428,3698.094068173911,0.9996973001968782,-1.076939006938626e-05,-0.01943885664879707,0.01508107142350177,1.445947726803042e-06,-1.181770354333398e-06,-2.342314356890754e-06,5.846713831882579e-15,1.090478043281509e-08,1158.906602027485,34.976495727714486,-98.37904766220674,986988.7615098553
31731.0,4860778.985254493,3455793.632422032,4305424.006327386,-5555.457697875965,3129.645287188314,3595.536597944429,0.9996959828990168,-1.078282659360812e-05,-0.01948142957577003,0.01511342320533913,1.499319794607279e-06,-1.151277663523087e-06,-2.25933251850882e-06,5.910850735307522e-15,1.098188925015842e-08,1158.92434968498,35.82544869816513,-97.16337030758262,984702.4034174001
31755.0,4731727.937822321,3526854.243307394,4386971.462871032,-5665.892513512291,3049.254465608639,3495.218961356993,0.9996947359058613,-1.079515466048829e-05,-0.01952163626705285,0.01514399560986972,1.5523078533137e-06,-1.119196715732904e-06,-2.173925887964209e-06,5.975826638036335e-15,1.105902879487026e-08,1158.843537008727,36.62574159100989,-95.97526878402545,982466.4442797629
31774.0,4617469.7187815,3587128.684974158,4455990.137440659,-5759.559365288427,2977.979712817106,3406.406556886775,0.9996936638865836,-1.080545452951071e-05,-0.01955612867931313,0.01517023728682408,1.593897184900865e-06,-1.092705037230259e-06,-2.104712353919252e-06,6.027825311409491e-15,1.112005425149367e-08,1158.708824344411,37.310523913632046,-94.9119164734665,980487.3944935091
31790.0,4527644.705042996,3632854.033573311,4508250.014924234,-5830.613136648191,2921.883043359569,3336.5883322974,0.9996928409666905,-1.081317824408482e-05,-0.019582561050896,0.01519035568083249,1.6286193203311e-06,-1.069667986824452e-06,-2.045408047130754e-06,6.071974441779234e-15,1.117137408086281e-08,1158.546417039074,37.8337909190785,-94.07840768928219,978932.8705382142
31804.0,4442625.853889962,3674836.347001918,4556151.771617958,-5895.847304185179,2868.737456338215,3270.506646574632,0.9996920773907441,-1.082020621790209e-05,-0.01960705237137319,0.01520900333381911,1.658741502495745e-06,-1.048979272998779e-06,-1.992803463323561e-06,6.110860776880175e-15,1.121620082878533e-08,1158.36730323116,38.31719301273126,-93.28271429550915,977460.0850052508
31818.0,4359649.794751908,3714635.951561184,4601488.192813726,-5957.68666329677,2816.822488924138,3206.01273281258,0.9996913458605874,-1.08268174291978e-05,-0.01963048451589967,0.01522685036041501,1.688592066289072e-06,-1.027808171811428e-06,-1.939578040299193e-06,6.149973138937988e-15,1.126093296350661e-08,1158.153424003344,38.77813914620116,-92.50533616120883,976023.899111486
31835.0,4260756.034045017,3760603.209642479,4653753.929107163,-6029.104683200771,2754.88962211924,3129.145619584966,0.9996904908984979,-1.083439770791241e-05,-0.01965783179847569,0.01524768633987022,1.724433248924462e-06,-1.001471783302061e-06,-1.874177078620358e-06,6.197752524243545e-15,1.131509319886532e-08,1157.846684078518,39.313851194074594,-91.57691600265339,974311.7098394604
31849.0,4172887.603040163,3800150.98155602,4698632.798500654,-6090.544575321055,2699.808765269632,3060.846361151232,0.999689745960467,-1.084087876512555e-05,-0.0196816261201607,0.01526582121075123,1.753581247398921e-06,-9.792827766135126e-07,-1.819738662167506e-06,6.2373203690671e-15,1.135954115088275e-08,1157.555120806617,39.77766232486716,-90.74409353582253,972792.5219448805
31863.0,4090286.020136707,3836249.651584525,4739522.082440912,-6146.62202951694,2647.984939462388,2996.638744622818,0.9996890577506339,-1.084676820468628e-05,-0.0197035808036865,0.0152825586702708,1.782365614672289e-06,-9.5665874152939e-07,-1.764829493751191e-06,6.277072948946585e-15,1.140382679096226e-08,1157.228186974415,40.20343578598352,-89.96161440503123,971364.7883875398
31878.0,3997626.324496897,3875532.854073407,4783931.138208142,-6207.641468039587,2589.79999665484,2924.609478688212,0.9996882991008748,-1.085315645462255e-05,-0.01972775204326476,0.01530099089367804,1.812769331331587e-06,-9.319548349662606e-07,-1.705533177649312e-06,6.319854784615943e-15,1.145107150381676e-08,1156.838471100502,40.66945878827392,-89.07709626049406,969760.7418053327
31897.0,3882103.519605536,3922774.392899226,4837207.934609701,-6281.014737576653,2517.184608953709,2834.801525847902,0.9996873720643237,-1.086082427554609e-05,-0.01975724512077967,0.0153234879321468,1.850576867092913e-06,-9.000075207894462e-07,-1.629832537810753e-06,6.374301335524168e-15,1.151057178382647e-08,1156.286013342235,41.23363799203464,-87.96947020882982,967764.6969480244
31918.0,3746168.884933712,3975976.907840702,4897023.148461659,-6363.633793309358,2431.63552963544,2729.115085961475,0.9996863065493231,-1.086946587026555e-05,-0.0197910858722852,0.01534930941844703,1.891366036590374e-06,-8.638972693888387e-07,-1.545546624715052e-06,6.434773625797471e-15,1.157583039161641e-08,1155.598592592586,41.874038801759866,-86.65117606022675,965416.6595618967
31940.0,3605266.345918284,4028498.471395805,4955861.076408734,-6445.179543925316,2342.84417987895,2619.552449399168,0.999685229229583,-1.08780396187035e-05,-0.01982523940754356,0.01537537720830725,1.932867971595741e-06,-8.252376029488774e-07,-1.456754899416222e-06,6.498407809443395e-15,1.164355446008367e-08,1154.791615833333,42.511594249833095,-85.27433961689047,962982.8447926193
31954.0,3511431.679209305,4062040.67224299,4993315.625476873,-6497.247749148345,2283.648786534877,2546.579942784018,0.9996845262247644,-1.088355887859927e-05,-0.01984749307068144,0.01539236587161853,1.958571569357679e-06,-8.002308407010691e-07,-1.400091853451394e-06,6.539028447619431e-15,1.168627429932306e-08,1154.231724053237,42.92159408256335,-84.34796351080182,961361.6793187754
31969.0,3416852.648688523,4094721.774281938,5029709.066086368,-6547.970523243765,2223.932443437838,2473.020796993603,0.9996838287056606,-1.088898619116672e-05,-0.0198695474969088,0.01540920465466358,1.98546145008168e-06,-7.731182942477924e-07,-1.339326292743117e-06,6.582640869671181e-15,1.173169351390021e-08,1153.591785618517,43.32320065423763,-83.41226335564849,959729.958271536
31987.0,3301740.050974896,4133004.577437003,5072204.008845089,-6607.374678265463,2151.182386739234,2383.480255556368,0.9996829940574461,-1.089542947566111e-05,-0.01989590465971982,0.01542933087989424,2.016792531969338e-06,-7.401865537001476e-07,-1.266438970720928e-06,6.635076049466349e-15,1.178568383080327e-08,1152.76916710942,43.79636998264421,-82.26442481828715,957742.5735027101
32004.0,3185605.370785819,4170007.902896457,5113124.873946692,-6664.778105795781,2077.710492463781,2293.131183988062,0.9996821670829016,-1.090177500562862e-05,-0.01992198449424323,0.01544924695239534,2.045392305862204e-06,-7.087311031540215e-07,-1.197748954042019e-06,6.684674550659697e-15,1.183612839047069e-08,1151.937524405326,44.25651600510043,-81.09247965023309,955738.2555384589
32020.0,3078561.712596994,4202710.801895382,5149150.818175114,-6715.495468009947,2009.923236919479,2209.841868493342,0.9996814175246058,-1.090750895693324e-05,-0.01994559328424187,0.01546727660452094,2.071383876501686e-06,-6.788540389712104e-07,-1.133339006253822e-06,6.731402145294022e-15,1.188309282085794e-08,1151.106348840899,44.665445610590325,-80.00538753655283,953894.1597097293
32035.0,2977482.414715327,4232379.753115517,5181709.179103719,-6761.493506316929,1945.854633023095,2131.18146320718,0.999680720342427,-1.091284088403926e-05,-0.01996752753175688,0.01548402728054661,2.094897514148159e-06,-6.506405364500553e-07,-1.073257219648379e-06,6.775233500415514e-15,1.192664860934646e-08,1150.284590346804,45.03828554174612,-78.9710234416763,952151.6385589698
32052.0,2858700.053132652,4265773.208878976,5218196.287893456,-6813.247054503128,1870.493189462841,2038.728973912552,0.9996799135183695,-1.091902732445897e-05,-0.01999288188366701,0.01550338874781552,2.120504232831738e-06,-6.184701099456087e-07,-1.005627789765898e-06,6.824918624657508e-15,1.197543454558604e-08,1149.303731091033,45.45999400553473,-77.74357835696163,950103.7120338157
32066.0,2763033.666380839,4291535.32517282,5246217.702265035,-6853.157504509325,1809.741701528785,1964.255800491937,0.9996792729764651,-1.092396469978092e-05,-0.02001298880725403,0.01551874160214446,2.140728195906305e-06,-5.918552219617018e-07,-9.50387541591836e-07,6.865829905100012e-15,1.201513424032242e-08,1148.456664892928,45.78677841648703,-76.74891429739942,948455.6265011374
32082.0,2659924.800776307,4318190.51500345,5275080.059034783,-6894.434330816413,1744.208420778384,1883.97575208163,0.9996785913669478,-1.092925798839519e-05,-0.02003436386281477,0.01553506059719949,2.162850009124122e-06,-5.613433092218713e-07,-8.878560478902918e-07,6.912564923091814e-15,1.205996122566738e-08,1147.44542387489,46.126177091995835,-75.67327146193662,946679.8849688042
32097.0,2552741.286862124,4344698.473735984,5303636.142819862,-6935.462959805064,1676.024695413842,1800.508253478949,0.999677891941879,-1.093474709615036e-05,-0.02005627554159526,0.01555178621482875,2.182596736822968e-06,-5.326841215870344e-07,-8.299057866333477e-07,6.956346837298071e-15,1.210144601578213e-08,1146.455899233528,46.4649294951543,-74.5401478256924,944835.5121448319
32117.0,2410029.015006816,4378126.238906049,5339407.958276567,-6987.167473770462,1585.144137348424,1689.348751538799,0.9996769742154072,-1.094206632962249e-05,-0.02008499310702876,0.01557370077052963,2.207378854157554e-06,-4.944560037329966e-07,-7.53809845937464e-07,7.014655919762464e-15,1.215592629983137e-08,1145.074740746639,46.893749007365244,-73.01869283678694,942378.6010215199
32135.0,2290898.762236858,4404428.876745348,5367338.764511353,-7027.818393703849,1509.197845654073,1596.535277174243,0.9996762191586512,-1.09482140406113e-05,-0.02010859298533293,0.01559170346534739,2.228120080761962e-06,-4.601035912218476e-07,-6.866296844117383e-07,7.067052818401401e-15,1.220412981214532e-08,1143.772095854577,47.23228269661587,-71.74294656743045,940329.3101974903
32150.0,2178160.048418529,4428001.100452686,5392181.134845395,-7064.219464344651,1437.257004002018,1508.682242077555,0.9996755131854346,-1.095408777342377e-05,-0.02013063697296744,0.01560851282180896,2.244238396670089e-06,-4.315653539344167e-07,-6.317094214134031e-07,7.110648569642762e-15,1.224369209945436e-08,1142.644066164226,47.53636411719737,-70.51793306055265,938390.6950661335
32166.0,2068402.820992037,4449736.364875081,5414903.949439272,-7097.753563822449,1367.154393074478,1423.134225376028,0.9996748333332497,-1.095987861654713e-05,-0.0201518460130158,0.01562467862991939,2.260232210730888e-06,-4.012611246931194e-07,-5.743028938203532e-07,7.157075521190021e-15,1.228527960852448e-08,1141.398924945787,47.817169484817335,-69.32269117215577,936504.9591794703
32181.0,1958138.569123419,4470380.879913492,5436296.153077849,-7129.57230540843,1296.664190142359,1337.172342642086,0.9996741572290426,-1.096578783654648e-05,-0.02017291986547528,0.01564073375055064,2.274076962753659e-06,-3.730214094424256e-07,-5.216826585156133e-07,7.200526218620317e-15,1.232369339321795e-08,1140.192964861105,48.08411080759366,-68.10922676114437,934609.3333379012
32197.0,1843814.653056126,4490542.800801512,5456978.279050327,-7160.610153945932,1223.511577984466,1248.025404818681,0.9996734629622245,-1.097203207061219e-05,-0.02019454143986803,0.0156571972192405,2.287592839850581e-06,-3.431277214964591e-07,-4.6693806574947e-07,7.246791658877848e-15,1.236405775485045e-08,1138.866164749486,48.344803423704036,-66.84448449682672,932645.6005670093
32215.0,1718222.433844767,4511251.605824182,5477962.963503944,-7192.442745004731,1143.070160847015,1150.067601020857,0.9996727075026651,-1.097905482406658e-05,-0.02021804824844583,0.01567508464969243,2.301222974641846e-06,-3.098402503075934e-07,-4.071928426646337e-07,7.298738847420112e-15,1.240872189103377e-08,1137.324695707329,48.612275911169306,-65.44724131350526,930490.0953668086
32231.0,1599313.395348414,4529483.242465125,5496173.559947764,-7220.417892132951,1066.833625045169,1057.298700960011,0.9996719985918168,-1.09858863368247e-05,-0.0202400879075042,0.01569184349429239,2.31191310626841e-06,-2.806117159399782e-07,-3.55845715221477e-07,7.347704184120698e-15,1.245019135009881e-08,1135.82258440523,48.84720984845821,-64.11110624889234,928448.3066449706
32245.0,1501691.919005859,4543463.499315985,5509933.864050034,-7241.830191728634,1004.190463494014,981.1201259158572,0.9996714207579277,-1.099164445926217e-05,-0.02025803948213811,0.01570548424436837,2.320149381478549e-06,-2.553562708623405e-07,-3.123653955136049e-07,7.38508890816987e-15,1.248144552322874e-08,1134.644358028936,49.02673754129332,-63.01160174747061,926774.3439647062
32262.0,1374730.982188641,4560323.283337994,5526236.207643991,-7267.594860845881,922.6463950794973,882.0225416916104,0.9996706743014886,-1.099935877690921e-05,-0.02028121304095994,0.01572307915799278,2.328729677053764e-06,-2.251407681973423e-07,-2.614945835025451e-07,7.433905884590905e-15,1.252173361535089e-08,1133.066019387722,49.24215835327314,-61.56871125621455,924595.9554116894
32280.0,1247338.915626415,4575752.851613273,5540801.110224318,-7291.101902619127,840.7416108223279,782.560732873661,0.9996699303513015,-1.100738269814821e-05,-0.02030429085531417,0.01574058458649013,2.336095798839401e-06,-1.937514616880875e-07,-2.100693233460277e-07,7.48551875702617e-15,1.256369583976515e-08,1131.349835111003,49.43771779018567,-60.11643499591519,922411.0999275306
32304.0,1072001.332848694,4594577.437257508,5557940.446806819,-7319.649805517241,727.8738853956845,645.6191525379047,0.9996689133126914,-1.10189452698866e-05,-0.02033581244269009,0.01576446532874982,2.343134181649763e-06,-1.52986724160564e-07,-1.456584846778134e-07,7.554244248458362e-15,1.261858825712405e-08,1128.992539526838,49.673009479731014,-58.10174254076905,919406.7578452937
32322.0,940076.8991450422,4606915.567351253,5568635.823296418,-7338.245915930042,642.8473181058149,542.5482148955983,0.9996681523280743,-1.102808343760356e-05,-0.02035937819021312,0.0157822944803178,2.34630552250584e-06,-1.233214552368571e-07,-1.006586583866823e-07,7.605747143018556e-15,1.265901399342582e-08,1127.175151548739,49.82407695825163,-56.57702268834566,917149.3229426667
32339.0,811516.3115467004,4617439.416960689,5577250.919879049,-7353.996876647676,559.9021950702917,442.0754134241862,0.9996674134000718,-1.1037387045906e-05,-0.02038224549885745,0.01579957381103556,2.347630244991941e-06,-9.609016849949734e-08,-6.090736574465872e-08,7.65438133483647e-15,1.269665153869837e-08,1125.421753519723,49.94975913219661,-55.082693255555,914947.6608400317
32355.0,693750.6927867419,4625789.675876676,5583587.866544427,-7366.384181656709,483.8468828070692,350.012891453542,0.9996667381691571,-1.104628100384319e-05,-0.02040312890758601,0.01581533455220715,2.347388405718477e-06,-7.121210676259119e-08,-2.604191170372665e-08,7.700169857114297e-15,1.273162996661874e-08,1123.740206918544,50.04617922768477,-53.71093039160646,912932.5650785295
32372.0,572113.7463960742,4633124.112452465,5588577.883984855,-7377.135292004959,405.2160492741638,254.8973986369261,0.9996660417733249,-1.105586578919993e-05,-0.02042465475072878,0.01583155966210204,2.365334085947755e-06,-4.600394758029418e-08,8.344534983826277e-09,7.748861133953342e-15,1.276836183268956e-08,1121.921946014577,50.12693794909621,-52.29205894221866,910851.1345377304
32389.0,446623.6115411005,4639324.018069173,5592078.457682637,-7386.060541941703,324.0141635355394,156.7403539344399,0.9996653238488512,-1.106605667557282e-05,-0.02044683187844617,0.01584825661858159,2.44259522917251e-06,-2.187552399739175e-08,4.347597832073509e-08,7.797622204890237e-15,1.280469163773145e-08,1120.072820016032,50.19015359967229,-50.82251412105805,908707.512798693
32405.0,324696.5761867016,4644018.315312004,5593877.071566008,-7392.623259535383,245.0395306663062,61.34232267765454,0.99966462644963,-1.107599754901813e-05,-0.02046835672473915,0.01586445320938993,2.516876756416446e-06,1.397194058896383e-09,7.862210682527462e-08,7.843605443460451e-15,1.283855878357513e-08,1118.305856405796,50.23198050071098,-49.389944710322574,906622.8722937144
32420.0,213773.812870395,4647154.683795005,5594146.205189649,-7396.792886859341,173.1255023384568,-25.46983946075801,0.9996639918384859,-1.108503053585743e-05,-0.02048792475434952,0.01587917623574441,2.617449625910885e-06,2.444353135846237e-08,1.147743465761565e-07,7.88681803537141e-15,1.287005881092456e-08,1116.627246635779,50.253228877360584,-48.086973118933564,904727.9816678651
32436.0,99101.74317015859,4649262.156319947,5593056.494582378,-7399.300158120969,98.71336687650569,-115.2405911094129,0.9996633354434334,-1.109436461526982e-05,-0.02050814503869753,0.01589439001963347,2.724472513091738e-06,5.101146791040632e-08,1.561740149710669e-07,7.933047159155664e-15,1.29034304508456e-08,1114.814595841801,50.2583438790926,-46.74112342795507,902770.7349955905
32451.0,-11894.99441246671,4650202.251122538,5590676.046224742,-7399.978119814008,26.62077055519117,-202.157726281592,0.9996626996125411,-1.110339758857793e-05,-0.02052771304329705,0.01590911302660356,2.824471529875117e-06,7.778788522327943e-08,1.97653923995642e-07,7.976538090107913e-15,1.293453819230198e-08,1113.095788469989,50.24696336993948,-45.43612685553843,900876.0386208668
32466.0,-122888.9915592313,4650060.465832526,5586991.657055594,-7398.934321457513,-45.53454430750804,-289.0960067749293,0.9996620631817728,-1.111243055522314e-05,-0.02054728103557833,0.01592383602402694,2.924053592035616e-06,1.063790927856964e-07,2.417208371194738e-07,8.02019869748265e-15,1.296550840287386e-08,1111.359417480402,50.21950879716124,-44.13153158143133,898982.1056281747
32487.0,-274529.4082568568,4648115.010713469,5579846.588218391,-7394.717939977675,-144.2180395079376,-407.9091859327797,0.9996611924229248,-1.112477559885303e-05,-0.02057402393842013,0.0159439574383837,3.062595316801502e-06,1.494639238669449e-07,3.077662095978606e-07,8.08165234405e-15,1.300870026334169e-08,1108.901310988095,50.15601179921828,-42.35299038236936,896394.8218649961
32503.0,-400192.2492800608,4644967.43549864,5572074.877491738,-7388.775880286687,-226.0878671843957,-506.401536937685,0.9996604694803988,-1.113501294265039e-05,-0.02059620096231223,0.01596064347576055,3.167329419155959e-06,1.84688594194418e-07,3.614950760281721e-07,8.128766272975723e-15,1.304152883707057e-08,1107.00900645714,50.080656052599174,-40.87572563774629,894252.5595192639
32518.0,-510972.897556825,4641034.28705263,5563827.383025092,-7381.68900292961,-298.3312268177932,-593.2543982998191,0.9996598309500686,-1.114404588593275e-05,-0.02061576891138723,0.01597536643970086,3.264764221459905e-06,2.195967628351727e-07,4.145412026980508e-07,8.173191727155432e-15,1.307228215311974e-08,1105.221095767614,49.997142742554644,-39.579718571483326,892364.7646070737
32536.0,-636378.7144901298,4635266.809129292,5552905.957554297,-7371.566041488818,-380.1908315831852,-691.6016782293582,0.9996591065571803,-1.115428321356825e-05,-0.02063794590538301,0.01599205245391044,3.380593318208517e-06,2.638937928287546e-07,4.816081380830689e-07,8.226860613318631e-15,1.310920143047598e-08,1103.059539046281,49.88330343279918,-38.12051977935627,890228.6035845038
32557.0,-798379.5934354207,4625737.847544676,5536292.296944111,-7355.166141165145,-486.0625450821829,-818.6922437639273,0.9996581679638011,-1.116753150715678e-05,-0.02066664552105632,0.01601364610105898,3.514022585531115e-06,3.188878710453001e-07,5.645424483711262e-07,8.290013641650457e-15,1.315236072606505e-08,1100.518030224692,49.70594115281429,-36.233068420248266,887470.431614643
32575.0,-926960.9072078866,4616494.868241258,5521081.246326792,-7339.461236373793,-570.1941464490257,-919.6004255565318,0.9996574204339598,-1.117806991221803e-05,-0.02068947474174803,0.01603082285107641,3.626749722392192e-06,3.688585339677316e-07,6.396306671257797e-07,8.344645645070861e-15,1.318948486410417e-08,1098.324866788512,49.540887529996596,-34.747141195788146,885281.383775779
32592.0,-1047925.081596834,4606433.481273267,5505124.883596438,-7322.498580952779,-649.4233398321927,-1014.559337574365,0.9996567148722685,-1.118800611434223e-05,-0.02071099942006563,0.01604701806052904,3.731673431539034e-06,4.184445423415511e-07,7.139197189913941e-07,8.396696730911252e-15,1.322470049241756e-08,1096.24279011774,49.366031264470784,-33.355602933905985,883224.72618734
32609.0,-1172243.540786313,4594700.26566743,5487047.267238347,-7302.832452416441,-730.932485653332,-1112.180142077681,0.9996559871707481,-1.119824340500389e-05,-0.02073317634563379,0.01606370402171774,3.834964374213303e-06,4.703422809169236e-07,7.914633831798897e-07,8.449213369191849e-15,1.326010153446151e-08,1094.151761007469,49.16658110762359,-31.930304176322124,881110.9453142947
32624.0,-1281644.220252162,4583197.637148552,5469719.830808078,-7283.636988972688,-802.7307713094859,-1198.110749362876,0.9996553444413082,-1.120727630136133e-05,-0.0207527442078647,0.01607842691836725,3.924640594155529e-06,5.18043174822251e-07,8.62567321097905e-07,8.495955311421972e-15,1.329151730240112e-08,1092.300425481527,48.97453653157297,-30.68238902267755,879251.5484640244
32640.0,-1405266.536443376,4568860.662283525,5448525.948701813,-7259.795762547431,-883.9418576171735,-1295.23881408891,0.999654615289432,-1.12175135757694e-05,-0.02077492110333783,0.01609511285623915,4.018674809807347e-06,5.708832997305676e-07,9.411610319241931e-07,8.546245826032217e-15,1.332523627514741e-08,1090.320239201144,48.738938925978616,-29.275762549159772,877151.2679776764
32658.0,-1528464.73229193,4553144.715178738,5425683.440099243,-7233.740930697928,-964.9586212423175,-1392.061772927842,0.9996538853670551,-1.122775084153138e-05,-0.02079709798279833,0.01611179878170546,4.122326041618243e-06,6.327263818487248e-07,1.032938567506968e-06,8.603372657463621e-15,1.33634536631033e-08,1088.087147041094,48.48456138164678,-27.89093915412781,875059.0687205596
32679.0,-1683608.464310701,4531299.963640245,5394442.640431108,-7197.626348363915,-1067.10385521919,-1514.030672641627,0.999652961126503,-1.124069795936546e-05,-0.02082514518974603,0.01613290155200919,4.240183813856798e-06,7.080518966278067e-07,1.144452244436486e-06,8.670776650108183e-15,1.340845330889092e-08,1085.476550004868,48.13645350675076,-26.152694434415192,872426.5525706867
